user_2, 2017-08-28 02:41:48, app_2, 0
user_1, 2017-08-28 11:01:01, app_1, 0.01
user_3, 2017-08-28 16:41:55, app_1, 0.1
user_3, 2017-08-29 02:43:39, app_3, 0.09
user_1, 2017-08-29 07:00:25, app_1, 0.02
user_3, 2017-08-29 11:20:37, app_1, 0
user_1, 2017-08-30 18:48:55, app_1, 0.03
user_3, 2017-08-30 19:56:12, app_3, 0.18
user_3, 2017-08-30 20:04:06, app_1, 0
user_1, 2017-08-31 05:00:17, app_1, 0.04
user_3, 2017-08-31 09:08:23, app_1, 0.1
user_3, 2017-09-01 00:51:20, app_1, 0
user_3, 2017-09-01 20:48:36, app_3, 0.21
user_2, 2017-09-01 23:09:06, app_2, 0.1
user_2, 2017-09-02 02:06:06, app_2, 0
user_1, 2017-09-02 09:32:27, app_1, 0.05
user_1, 2017-09-02 21:25:06, app_2, 0.02
user_3, 2017-09-02 22:22:45, app_1, 0.1
user_1, 2017-09-03 11:01:47, app_2, 0.04
user_1, 2017-09-03 22:37:12, app_1, 0.060000000000000005
user_2, 2017-09-03 23:08:48, app_2, 0
user_2, 2017-09-04 01:04:40, app_2, 0
user_1, 2017-09-04 06:35:13, app_2, 0.06
user_3, 2017-09-04 08:24:21, app_1, 0.2
user_1, 2017-09-05 03:35:29, app_1, 0.07
user_3, 2017-09-05 13:49:45, app_1, 0
user_2, 2017-09-05 19:35:25, app_2, 0
user_3, 2017-09-06 07:00:26, app_1, 0.1
user_1, 2017-09-06 18:18:45, app_1, 0.06
user_1, 2017-09-07 03:29:40, app_1, 0.06999999999999999
user_3, 2017-09-07 03:33:41, app_3, 0.18
user_3, 2017-09-07 06:29:09, app_1, 0.2
user_2, 2017-09-07 20:46:19, app_2, 0.1
user_3, 2017-09-08 02:27:54, app_1, 0.30000000000000004
user_1, 2017-09-08 16:57:00, app_1, 0.059999999999999984
user_1, 2017-09-08 19:58:28, app_2, 0.08
user_3, 2017-09-09 00:20:18, app_1, 0.2
user_1, 2017-09-09 00:27:54, app_1, 0.06999999999999998
user_2, 2017-09-09 03:19:30, app_2, 0
user_3, 2017-09-10 08:36:43, app_3, 0.21
user_1, 2017-09-10 11:15:53, app_1, 0.07999999999999997
user_1, 2017-09-10 11:56:36, app_2, 0.1
user_3, 2017-09-10 12:24:18, app_1, 0.30000000000000004
user_2, 2017-09-11 02:07:53, app_2, 0
user_1, 2017-09-12 01:43:39, app_1, 0.08999999999999997
user_3, 2017-09-12 13:03:05, app_3, 0.32999999999999996
user_1, 2017-09-12 14:33:30, app_2, 0.08000000000000002
user_3, 2017-09-12 17:34:56, app_1, 0.09999999999999998
user_3, 2017-09-13 00:25:37, app_3, 0.42
user_2, 2017-09-13 05:09:42, app_2, 0.1
user_1, 2017-09-13 07:13:44, app_1, 0.09999999999999996
user_1, 2017-09-14 01:21:12, app_1, 0.10999999999999996
user_3, 2017-09-14 02:45:14, app_1, 0
user_2, 2017-09-14 08:45:31, app_2, 0.2
user_3, 2017-09-14 15:34:40, app_3, 0.5399999999999999
user_3, 2017-09-15 03:00:46, app_1, 0
user_1, 2017-09-15 04:10:42, app_1, 0.11999999999999995
user_2, 2017-09-15 23:17:23, app_2, 0.10000000000000003
user_3, 2017-09-16 01:07:12, app_1, 0
user_1, 2017-09-16 06:27:08, app_1, 0.12999999999999995
user_1, 2017-09-16 16:31:33, app_2, 0.06000000000000002
user_1, 2017-09-17 08:40:39, app_1, 0.13999999999999996
user_3, 2017-09-17 18:01:52, app_1, 0.1
user_3, 2017-09-17 19:18:59, app_3, 0.57
user_2, 2017-09-18 06:05:53, app_2, 0.20000000000000004
user_1, 2017-09-18 07:10:09, app_1, 0.14999999999999997
user_3, 2017-09-18 21:54:08, app_1, 0.2
user_3, 2017-09-19 03:59:07, app_1, 0.10000000000000003
user_2, 2017-09-19 20:21:19, app_2, 0.30000000000000004
user_2, 2017-09-20 10:31:46, app_2, 0.4
user_1, 2017-09-20 22:26:24, app_1, 0.15999999999999998
user_1, 2017-09-21 04:42:35, app_2, 0.08000000000000002
user_3, 2017-09-21 06:10:15, app_1, 0.20000000000000004
user_1, 2017-09-21 09:49:52, app_1, 0.15
user_3, 2017-09-22 08:16:51, app_1, 0.30000000000000004
user_3, 2017-09-22 10:30:17, app_3, 0.6
user_1, 2017-09-22 17:27:05, app_1, 0.14
user_1, 2017-09-23 06:09:01, app_2, 0.10000000000000002
user_1, 2017-09-23 11:00:53, app_1, 0.15000000000000002
user_3, 2017-09-23 15:17:42, app_1, 0.4
user_3, 2017-09-24 02:30:51, app_1, 0.5
user_3, 2017-09-24 17:32:03, app_3, 0.69
user_1, 2017-09-24 19:02:49, app_1, 0.16000000000000003
user_1, 2017-09-25 15:01:27, app_1, 0.17000000000000004
